label,family,kind,d,bf,tw,tf,fillet,b,t,ht,B,wall,od,radius
HSS10X3-1/2X5/16,HSS,RectangleHollow,,,,,,,,10.0,3.5,0.291,,
HSS10X3-1/2X1/4,HSS,RectangleHollow,,,,,,,,10.0,3.5,0.233,,
HSS10X3-1/2X3/16,HSS,RectangleHollow,,,,,,,,10.0,3.5,0.174,,
HSS10X3-1/2X1/8,HSS,RectangleHollow,,,,,,,,10.0,3.5,0.116,,
HSS10X3X3/8,HSS,RectangleHollow,,,,,,,,10.0,3.0,0.349,,
HSS10X3X5/16,HSS,RectangleHollow,,,,,,,,10.0,3.0,0.291,,
HSS10X3X1/4,HSS,RectangleHollow,,,,,,,,10.0,3.0,0.233,,
HSS10X3X3/16,HSS,RectangleHollow,,,,,,,,10.0,3.0,0.174,,
HSS10X3X1/8,HSS,RectangleHollow,,,,,,,,10.0,3.0,0.116,,
HSS10X2X3/8,HSS,RectangleHollow,,,,,,,,10.0,2.0,0.349,,
HSS10X2X5/16,HSS,RectangleHollow,,,,,,,,10.0,2.0,0.291,,
HSS10X2X1/4,HSS,RectangleHollow,,,,,,,,10.0,2.0,0.233,,
HSS10X2X3/16,HSS,RectangleHollow,,,,,,,,10.0,2.0,0.174,,
HSS10X2X1/8,HSS,RectangleHollow,,,,,,,,10.0,2.0,0.116,,
HSS9X9X5/8,HSS,RectangleHollow,,,,,,,,9.0,9.0,0.581,,
HSS9X9X1/2,HSS,RectangleHollow,,,,,,,,9.0,9.0,0.465,,
HSS9X9X3/8,HSS,RectangleHollow,,,,,,,,9.0,9.0,0.349,,
HSS9X9X5/16,HSS,RectangleHollow,,,,,,,,9.0,9.0,0.291,,
HSS9X9X1/4,HSS,RectangleHollow,,,,,,,,9.0,9.0,0.233,,
HSS9X9X3/16,HSS,RectangleHollow,,,,,,,,9.0,9.0,0.174,,
HSS9X9X1/8,HSS,RectangleHollow,,,,,,,,9.0,9.0,0.116,,
HSS9X7X5/8,HSS,RectangleHollow,,,,,,,,9.0,7.0,0.581,,
HSS9X7X1/2,HSS,RectangleHollow,,,,,,,,9.0,7.0,0.465,,
HSS9X7X3/8,HSS,RectangleHollow,,,,,,,,9.0,7.0,0.349,,
HSS9X7X5/16,HSS,RectangleHollow,,,,,,,,9.0,7.0,0.291,,
HSS9X7X1/4,HSS,RectangleHollow,,,,,,,,9.0,7.0,0.233,,
HSS9X7X3/16,HSS,RectangleHollow,,,,,,,,9.0,7.0,0.174,,
HSS9X5X5/8,HSS,RectangleHollow,,,,,,,,9.0,5.0,0.581,,
HSS9X5X1/2,HSS,RectangleHollow,,,,,,,,9.0,5.0,0.465,,
HSS9X5X3/8,HSS,RectangleHollow,,,,,,,,9.0,5.0,0.349,,
HSS9X5X5/16,HSS,RectangleHollow,,,,,,,,9.0,5.0,0.291,,
HSS9X5X1/4,HSS,RectangleHollow,,,,,,,,9.0,5.0,0.233,,
HSS9X5X3/16,HSS,RectangleHollow,,,,,,,,9.0,5.0,0.174,,
HSS9X3X1/2,HSS,RectangleHollow,,,,,,,,9.0,3.0,0.465,,
HSS9X3X3/8,HSS,RectangleHollow,,,,,,,,9.0,3.0,0.349,,
HSS9X3X5/16,HSS,RectangleHollow,,,,,,,,9.0,3.0,0.291,,
HSS9X3X1/4,HSS,RectangleHollow,,,,,,,,9.0,3.0,0.233,,
HSS9X3X3/16,HSS,RectangleHollow,,,,,,,,9.0,3.0,0.174,,
HSS8X8X5/8,HSS,RectangleHollow,,,,,,,,8.0,8.0,0.581,,
HSS8X8X1/2,HSS,RectangleHollow,,,,,,,,8.0,8.0,0.465,,
HSS8X8X3/8,HSS,RectangleHollow,,,,,,,,8.0,8.0,0.349,,
HSS8X8X5/16,HSS,RectangleHollow,,,,,,,,8.0,8.0,0.291,,
HSS8X8X1/4,HSS,RectangleHollow,,,,,,,,8.0,8.0,0.233,,
HSS8X8X3/16,HSS,RectangleHollow,,,,,,,,8.0,8.0,0.174,,
HSS8X8X1/8,HSS,RectangleHollow,,,,,,,,8.0,8.0,0.116,,
HSS8X6X5/8,HSS,RectangleHollow,,,,,,,,8.0,6.0,0.581,,
HSS8X6X1/2,HSS,RectangleHollow,,,,,,,,8.0,6.0,0.465,,
HSS8X6X3/8,HSS,RectangleHollow,,,,,,,,8.0,6.0,0.349,,
HSS8X6X5/16,HSS,RectangleHollow,,,,,,,,8.0,6.0,0.291,,
HSS8X6X1/4,HSS,RectangleHollow,,,,,,,,8.0,6.0,0.233,,
HSS8X6X3/16,HSS,RectangleHollow,,,,,,,,8.0,6.0,0.174,,
HSS8X4X5/8,HSS,RectangleHollow,,,,,,,,8.0,4.0,0.581,,
HSS8X4X1/2,HSS,RectangleHollow,,,,,,,,8.0,4.0,0.465,,
HSS8X4X3/8,HSS,RectangleHollow,,,,,,,,8.0,4.0,0.349,,
HSS8X4X5/16,HSS,RectangleHollow,,,,,,,,8.0,4.0,0.291,,
HSS8X4X1/4,HSS,RectangleHollow,,,,,,,,8.0,4.0,0.233,,
HSS8X4X3/16,HSS,RectangleHollow,,,,,,,,8.0,4.0,0.174,,
HSS8X4X1/8,HSS,RectangleHollow,,,,,,,,8.0,4.0,0.116,,
HSS8X3X1/2,HSS,RectangleHollow,,,,,,,,8.0,3.0,0.465,,
HSS8X3X3/8,HSS,RectangleHollow,,,,,,,,8.0,3.0,0.349,,
HSS8X3X5/16,HSS,RectangleHollow,,,,,,,,8.0,3.0,0.291,,
HSS8X3X1/4,HSS,RectangleHollow,,,,,,,,8.0,3.0,0.233,,
HSS8X3X3/16,HSS,RectangleHollow,,,,,,,,8.0,3.0,0.174,,
HSS8X3X1/8,HSS,RectangleHollow,,,,,,,,8.0,3.0,0.116,,
HSS8X2X3/8,HSS,RectangleHollow,,,,,,,,8.0,2.0,0.349,,
HSS8X2X5/16,HSS,RectangleHollow,,,,,,,,8.0,2.0,0.291,,
HSS8X2X1/4,HSS,RectangleHollow,,,,,,,,8.0,2.0,0.233,,
HSS8X2X3/16,HSS,RectangleHollow,,,,,,,,8.0,2.0,0.174,,
HSS8X2X1/8,HSS,RectangleHollow,,,,,,,,8.0,2.0,0.116,,
HSS7X7X5/8,HSS,RectangleHollow,,,,,,,,7.0,7.0,0.581,,
HSS7X7X1/2,HSS,RectangleHollow,,,,,,,,7.0,7.0,0.465,,
HSS7X7X3/8,HSS,RectangleHollow,,,,,,,,7.0,7.0,0.349,,
HSS7X7X5/16,HSS,RectangleHollow,,,,,,,,7.0,7.0,0.291,,
HSS7X7X1/4,HSS,RectangleHollow,,,,,,,,7.0,7.0,0.233,,
HSS7X7X3/16,HSS,RectangleHollow,,,,,,,,7.0,7.0,0.174,,
HSS7X7X1/8,HSS,RectangleHollow,,,,,,,,7.0,7.0,0.116,,
HSS7X5X1/2,HSS,RectangleHollow,,,,,,,,7.0,5.0,0.465,,
HSS7X5X3/8,HSS,RectangleHollow,,,,,,,,7.0,5.0,0.349,,
HSS7X5X5/16,HSS,RectangleHollow,,,,,,,,7.0,5.0,0.291,,
HSS7X5X1/4,HSS,RectangleHollow,,,,,,,,7.0,5.0,0.233,,
HSS7X5X3/16,HSS,RectangleHollow,,,,,,,,7.0,5.0,0.174,,
HSS7X5X1/8,HSS,RectangleHollow,,,,,,,,7.0,5.0,0.116,,
HSS7X4X1/2,HSS,RectangleHollow,,,,,,,,7.0,4.0,0.465,,
HSS7X4X3/8,HSS,RectangleHollow,,,,,,,,7.0,4.0,0.349,,
HSS7X4X5/16,HSS,RectangleHollow,,,,,,,,7.0,4.0,0.291,,
HSS7X4X1/4,HSS,RectangleHollow,,,,,,,,7.0,4.0,0.233,,
HSS7X4X3/16,HSS,RectangleHollow,,,,,,,,7.0,4.0,0.174,,
HSS7X4X1/8,HSS,RectangleHollow,,,,,,,,7.0,4.0,0.116,,
HSS7X3X1/2,HSS,RectangleHollow,,,,,,,,7.0,3.0,0.465,,
HSS7X3X3/8,HSS,RectangleHollow,,,,,,,,7.0,3.0,0.349,,
HSS7X3X5/16,HSS,RectangleHollow,,,,,,,,7.0,3.0,0.291,,
HSS7X3X1/4,HSS,RectangleHollow,,,,,,,,7.0,3.0,0.233,,
HSS7X3X3/16,HSS,RectangleHollow,,,,,,,,7.0,3.0,0.174,,
HSS7X3X1/8,HSS,RectangleHollow,,,,,,,,7.0,3.0,0.116,,
HSS7X2X1/4,HSS,RectangleHollow,,,,,,,,7.0,2.0,0.233,,
HSS7X2X3/16,HSS,RectangleHollow,,,,,,,,7.0,2.0,0.174,,
HSS7X2X1/8,HSS,RectangleHollow,,,,,,,,7.0,2.0,0.116,,
HSS6X6X5/8,HSS,RectangleHollow,,,,,,,,6.0,6.0,0.581,,
HSS6X6X1/2,HSS,RectangleHollow,,,,,,,,6.0,6.0,0.465,,
HSS6X6X3/8,HSS,RectangleHollow,,,,,,,,6.0,6.0,0.349,,
HSS6X6X5/16,HSS,RectangleHollow,,,,,,,,6.0,6.0,0.291,,
HSS6X6X1/4,HSS,RectangleHollow,,,,,,,,6.0,6.0,0.233,,
HSS6X6X3/16,HSS,RectangleHollow,,,,,,,,6.0,6.0,0.174,,
HSS6X6X1/8,HSS,RectangleHollow,,,,,,,,6.0,6.0,0.116,,
HSS6X5X1/2,HSS,RectangleHollow,,,,,,,,6.0,5.0,0.465,,
HSS6X5X3/8,HSS,RectangleHollow,,,,,,,,6.0,5.0,0.349,,
HSS6X5X5/16,HSS,RectangleHollow,,,,,,,,6.0,5.0,0.291,,
HSS6X5X1/4,HSS,RectangleHollow,,,,,,,,6.0,5.0,0.233,,
HSS6X5X3/16,HSS,RectangleHollow,,,,,,,,6.0,5.0,0.174,,
HSS6X5X1/8,HSS,RectangleHollow,,,,,,,,6.0,5.0,0.116,,
HSS6X4X1/2,HSS,RectangleHollow,,,,,,,,6.0,4.0,0.465,,
HSS6X4X3/8,HSS,RectangleHollow,,,,,,,,6.0,4.0,0.349,,
HSS6X4X5/16,HSS,RectangleHollow,,,,,,,,6.0,4.0,0.291,,
HSS6X4X1/4,HSS,RectangleHollow,,,,,,,,6.0,4.0,0.233,,
HSS6X4X3/16,HSS,RectangleHollow,,,,,,,,6.0,4.0,0.174,,
HSS6X4X1/8,HSS,RectangleHollow,,,,,,,,6.0,4.0,0.116,,
HSS6X3X1/2,HSS,RectangleHollow,,,,,,,,6.0,3.0,0.465,,
HSS6X3X3/8,HSS,RectangleHollow,,,,,,,,6.0,3.0,0.349,,
HSS6X3X5/16,HSS,RectangleHollow,,,,,,,,6.0,3.0,0.291,,
HSS6X3X1/4,HSS,RectangleHollow,,,,,,,,6.0,3.0,0.233,,
HSS6X3X3/16,HSS,RectangleHollow,,,,,,,,6.0,3.0,0.174,,
HSS6X3X1/8,HSS,RectangleHollow,,,,,,,,6.0,3.0,0.116,,
HSS6X2X3/8,HSS,RectangleHollow,,,,,,,,6.0,2.0,0.349,,
HSS6X2X5/16,HSS,RectangleHollow,,,,,,,,6.0,2.0,0.291,,
HSS6X2X1/4,HSS,RectangleHollow,,,,,,,,6.0,2.0,0.233,,
HSS6X2X3/16,HSS,RectangleHollow,,,,,,,,6.0,2.0,0.174,,
HSS6X2X1/8,HSS,RectangleHollow,,,,,,,,6.0,2.0,0.116,,
HSS5-1/2X5-1/2X3/8,HSS,RectangleHollow,,,,,,,,5.5,5.5,0.349,,
HSS5-1/2X5-1/2X5/16,HSS,RectangleHollow,,,,,,,,5.5,5.5,0.291,,
HSS5-1/2X5-1/2X1/4,HSS,RectangleHollow,,,,,,,,5.5,5.5,0.233,,
HSS5-1/2X5-1/2X3/16,HSS,RectangleHollow,,,,,,,,5.5,5.5,0.174,,
HSS5-1/2X5-1/2X1/8,HSS,RectangleHollow,,,,,,,,5.5,5.5,0.116,,
HSS5X5X1/2,HSS,RectangleHollow,,,,,,,,5.0,5.0,0.465,,
HSS5X5X3/8,HSS,RectangleHollow,,,,,,,,5.0,5.0,0.349,,
HSS5X5X5/16,HSS,RectangleHollow,,,,,,,,5.0,5.0,0.291,,
HSS5X5X1/4,HSS,RectangleHollow,,,,,,,,5.0,5.0,0.233,,
HSS5X5X3/16,HSS,RectangleHollow,,,,,,,,5.0,5.0,0.174,,
HSS5X5X1/8,HSS,RectangleHollow,,,,,,,,5.0,5.0,0.116,,
HSS5X4X1/2,HSS,RectangleHollow,,,,,,,,5.0,4.0,0.465,,
HSS5X4X3/8,HSS,RectangleHollow,,,,,,,,5.0,4.0,0.349,,
HSS5X4X5/16,HSS,RectangleHollow,,,,,,,,5.0,4.0,0.291,,
HSS5X4X1/4,HSS,RectangleHollow,,,,,,,,5.0,4.0,0.233,,
HSS5X4X3/16,HSS,RectangleHollow,,,,,,,,5.0,4.0,0.174,,
HSS5X4X1/8,HSS,RectangleHollow,,,,,,,,5.0,4.0,0.116,,
HSS5X3X1/2,HSS,RectangleHollow,,,,,,,,5.0,3.0,0.465,,
HSS5X3X3/8,HSS,RectangleHollow,,,,,,,,5.0,3.0,0.349,,
HSS5X3X5/16,HSS,RectangleHollow,,,,,,,,5.0,3.0,0.291,,
HSS5X3X1/4,HSS,RectangleHollow,,,,,,,,5.0,3.0,0.233,,
HSS5X3X3/16,HSS,RectangleHollow,,,,,,,,5.0,3.0,0.174,,
HSS5X3X1/8,HSS,RectangleHollow,,,,,,,,5.0,3.0,0.116,,
HSS5X2-1/2X1/4,HSS,RectangleHollow,,,,,,,,5.0,2.5,0.233,,
HSS5X2-1/2X3/16,HSS,RectangleHollow,,,,,,,,5.0,2.5,0.174,,
HSS5X2-1/2X1/8,HSS,RectangleHollow,,,,,,,,5.0,2.5,0.116,,
HSS5X2X3/8,HSS,RectangleHollow,,,,,,,,5.0,2.0,0.349,,
HSS5X2X5/16,HSS,RectangleHollow,,,,,,,,5.0,2.0,0.291,,
HSS5X2X1/4,HSS,RectangleHollow,,,,,,,,5.0,2.0,0.233,,
HSS5X2X3/16,HSS,RectangleHollow,,,,,,,,5.0,2.0,0.174,,
HSS5X2X1/8,HSS,RectangleHollow,,,,,,,,5.0,2.0,0.116,,
HSS4-1/2X4-1/2X1/2,HSS,RectangleHollow,,,,,,,,4.5,4.5,0.465,,
HSS4-1/2X4-1/2X3/8,HSS,RectangleHollow,,,,,,,,4.5,4.5,0.349,,
HSS4-1/2X4-1/2X5/16,HSS,RectangleHollow,,,,,,,,4.5,4.5,0.291,,
HSS4-1/2X4-1/2X1/4,HSS,RectangleHollow,,,,,,,,4.5,4.5,0.233,,
HSS4-1/2X4-1/2X3/16,HSS,RectangleHollow,,,,,,,,4.5,4.5,0.174,,
HSS4-1/2X4-1/2X1/8,HSS,RectangleHollow,,,,,,,,4.5,4.5,0.116,,
HSS4X4X1/2,HSS,RectangleHollow,,,,,,,,4.0,4.0,0.465,,
HSS4X4X3/8,HSS,RectangleHollow,,,,,,,,4.0,4.0,0.349,,
HSS4X4X5/16,HSS,RectangleHollow,,,,,,,,4.0,4.0,0.291,,
HSS4X4X1/4,HSS,RectangleHollow,,,,,,,,4.0,4.0,0.233,,
HSS4X4X3/16,HSS,RectangleHollow,,,,,,,,4.0,4.0,0.174,,
HSS4X4X1/8,HSS,RectangleHollow,,,,,,,,4.0,4.0,0.116,,
HSS4X3X3/8,HSS,RectangleHollow,,,,,,,,4.0,3.0,0.349,,
HSS4X3X5/16,HSS,RectangleHollow,,,,,,,,4.0,3.0,0.291,,
HSS4X3X1/4,HSS,RectangleHollow,,,,,,,,4.0,3.0,0.233,,
HSS4X3X3/16,HSS,RectangleHollow,,,,,,,,4.0,3.0,0.174,,
HSS4X3X1/8,HSS,RectangleHollow,,,,,,,,4.0,3.0,0.116,,
HSS4X2-1/2X3/8,HSS,RectangleHollow,,,,,,,,4.0,2.5,0.349,,
HSS4X2-1/2X5/16,HSS,RectangleHollow,,,,,,,,4.0,2.5,0.291,,
HSS4X2-1/2X1/4,HSS,RectangleHollow,,,,,,,,4.0,2.5,0.233,,
HSS4X2-1/2X3/16,HSS,RectangleHollow,,,,,,,,4.0,2.5,0.174,,
HSS4X2-1/2X1/8,HSS,RectangleHollow,,,,,,,,4.0,2.5,0.116,,
HSS4X2X3/8,HSS,RectangleHollow,,,,,,,,4.0,2.0,0.349,,
HSS4X2X5/16,HSS,RectangleHollow,,,,,,,,4.0,2.0,0.291,,
HSS4X2X1/4,HSS,RectangleHollow,,,,,,,,4.0,2.0,0.233,,
HSS4X2X3/16,HSS,RectangleHollow,,,,,,,,4.0,2.0,0.174,,
HSS4X2X1/8,HSS,RectangleHollow,,,,,,,,4.0,2.0,0.116,,
HSS3-1/2X3-1/2X3/8,HSS,RectangleHollow,,,,,,,,3.5,3.5,0.349,,
HSS3-1/2X3-1/2X5/16,HSS,RectangleHollow,,,,,,,,3.5,3.5,0.291,,
HSS3-1/2X3-1/2X1/4,HSS,RectangleHollow,,,,,,,,3.5,3.5,0.233,,
HSS3-1/2X3-1/2X3/16,HSS,RectangleHollow,,,,,,,,3.5,3.5,0.174,,
HSS3-1/2X3-1/2X1/8,HSS,RectangleHollow,,,,,,,,3.5,3.5,0.116,,
HSS3-1/2X2-1/2X3/8,HSS,RectangleHollow,,,,,,,,3.5,2.5,0.349,,
HSS3-1/2X2-1/2X5/16,HSS,RectangleHollow,,,,,,,,3.5,2.5,0.291,,
HSS3-1/2X2-1/2X1/4,HSS,RectangleHollow,,,,,,,,3.5,2.5,0.233,,
HSS3-1/2X2-1/2X3/16,HSS,RectangleHollow,,,,,,,,3.5,2.5,0.174,,
HSS3-1/2X2-1/2X1/8,HSS,RectangleHollow,,,,,,,,3.5,2.5,0.116,,
HSS3-1/2X2X1/4,HSS,RectangleHollow,,,,,,,,3.5,2.0,0.233,,
HSS3-1/2X2X3/16,HSS,RectangleHollow,,,,,,,,3.5,2.0,0.174,,
HSS3-1/2X2X1/8,HSS,RectangleHollow,,,,,,,,3.5,2.0,0.116,,
HSS3-1/2X1-1/2X1/4,HSS,RectangleHollow,,,,,,,,3.5,1.5,0.233,,
HSS3-1/2X1-1/2X3/16,HSS,RectangleHollow,,,,,,,,3.5,1.5,0.174,,
HSS3-1/2X1-1/2X1/8,HSS,RectangleHollow,,,,,,,,3.5,1.5,0.116,,
HSS3X3X3/8,HSS,RectangleHollow,,,,,,,,3.0,3.0,0.349,,
HSS3X3X5/16,HSS,RectangleHollow,,,,,,,,3.0,3.0,0.291,,
HSS3X3X1/4,HSS,RectangleHollow,,,,,,,,3.0,3.0,0.233,,
HSS3X3X3/16,HSS,RectangleHollow,,,,,,,,3.0,3.0,0.174,,
HSS3X3X1/8,HSS,RectangleHollow,,,,,,,,3.0,3.0,0.116,,
HSS3X2-1/2X5/16,HSS,RectangleHollow,,,,,,,,3.0,2.5,0.291,,
HSS3X2-1/2X1/4,HSS,RectangleHollow,,,,,,,,3.0,2.5,0.233,,
HSS3X2-1/2X3/16,HSS,RectangleHollow,,,,,,,,3.0,2.5,0.174,,
HSS3X2-1/2X1/8,HSS,RectangleHollow,,,,,,,,3.0,2.5,0.116,,
HSS3X2X5/16,HSS,RectangleHollow,,,,,,,,3.0,2.0,0.291,,
HSS3X2X1/4,HSS,RectangleHollow,,,,,,,,3.0,2.0,0.233,,
HSS3X2X3/16,HSS,RectangleHollow,,,,,,,,3.0,2.0,0.174,,
HSS3X2X1/8,HSS,RectangleHollow,,,,,,,,3.0,2.0,0.116,,
HSS3X1-1/2X1/4,HSS,RectangleHollow,,,,,,,,3.0,1.5,0.233,,
HSS3X1-1/2X3/16,HSS,RectangleHollow,,,,,,,,3.0,1.5,0.174,,
HSS3X1-1/2X1/8,HSS,RectangleHollow,,,,,,,,3.0,1.5,0.116,,
HSS3X1X3/16,HSS,RectangleHollow,,,,,,,,3.0,1.0,0.174,,
HSS3X1X1/8,HSS,RectangleHollow,,,,,,,,3.0,1.0,0.116,,
HSS2-1/2X2-1/2X5/16,HSS,RectangleHollow,,,,,,,,2.5,2.5,0.291,,
HSS2-1/2X2-1/2X1/4,HSS,RectangleHollow,,,,,,,,2.5,2.5,0.233,,
HSS2-1/2X2-1/2X3/16,HSS,RectangleHollow,,,,,,,,2.5,2.5,0.174,,
HSS2-1/2X2-1/2X1/8,HSS,RectangleHollow,,,,,,,,2.5,2.5,0.116,,
HSS2-1/2X2X1/4,HSS,RectangleHollow,,,,,,,,2.5,2.0,0.233,,
HSS2-1/2X2X3/16,HSS,RectangleHollow,,,,,,,,2.5,2.0,0.174,,
HSS2-1/2X2X1/8,HSS,RectangleHollow,,,,,,,,2.5,2.0,0.116,,
HSS2-1/2X1-1/2X1/4,HSS,RectangleHollow,,,,,,,,2.5,1.5,0.233,,
HSS2-1/2X1-1/2X3/16,HSS,RectangleHollow,,,,,,,,2.5,1.5,0.174,,
HSS2-1/2X1-1/2X1/8,HSS,RectangleHollow,,,,,,,,2.5,1.5,0.116,,
HSS2-1/2X1X3/16,HSS,RectangleHollow,,,,,,,,2.5,1.0,0.174,,
HSS2-1/2X1X1/8,HSS,RectangleHollow,,,,,,,,2.5,1.0,0.116,,
HSS2-1/4X2-1/4X1/4,HSS,RectangleHollow,,,,,,,,2.25,2.25,0.233,,
HSS2-1/4X2-1/4X3/16,HSS,RectangleHollow,,,,,,,,2.25,2.25,0.174,,
HSS2-1/4X2-1/4X1/8,HSS,RectangleHollow,,,,,,,,2.25,2.25,0.116,,
HSS2-1/4X2X3/16,HSS,RectangleHollow,,,,,,,,2.25,2.0,0.174,,
HSS2-1/4X2X1/8,HSS,RectangleHollow,,,,,,,,2.25,2.0,0.116,,
HSS2X2X1/4,HSS,RectangleHollow,,,,,,,,2.0,2.0,0.233,,
HSS2X2X3/16,HSS,RectangleHollow,,,,,,,,2.0,2.0,0.174,,
HSS2X2X1/8,HSS,RectangleHollow,,,,,,,,2.0,2.0,0.116,,
HSS2X1-1/2X3/16,HSS,RectangleHollow,,,,,,,,2.0,1.5,0.174,,
HSS2X1-1/2X1/8,HSS,RectangleHollow,,,,,,,,2.0,1.5,0.116,,
HSS2X1X3/16,HSS,RectangleHollow,,,,,,,,2.0,1.0,0.174,,
HSS2X1X1/8,HSS,RectangleHollow,,,,,,,,2.0,1.0,0.116,,
HSS20.000X0.500,HSS,CircleHollow,,,,,,,,,,0.465,20.0,10.0
HSS20.000X0.375,HSS,CircleHollow,,,,,,,,,,0.349,20.0,10.0
HSS18.000X0.500,HSS,CircleHollow,,,,,,,,,,0.465,18.0,9.0
HSS18.000X0.375,HSS,CircleHollow,,,,,,,,,,0.349,18.0,9.0
HSS16.000X0.625,HSS,CircleHollow,,,,,,,,,,0.581,16.0,8.0
HSS16.000X0.500,HSS,CircleHollow,,,,,,,,,,0.465,16.0,8.0
HSS16.000X0.438,HSS,CircleHollow,,,,,,,,,,0.407,16.0,8.0
HSS16.000X0.375,HSS,CircleHollow,,,,,,,,,,0.349,16.0,8.0
HSS16.000X0.312,HSS,CircleHollow,,,,,,,,,,0.291,16.0,8.0
HSS16.000X0.250,HSS,CircleHollow,,,,,,,,,,0.233,16.0,8.0
HSS14.000X0.625,HSS,CircleHollow,,,,,,,,,,0.581,14.0,7.0
HSS14.000X0.500,HSS,CircleHollow,,,,,,,,,,0.465,14.0,7.0
HSS14.000X0.375,HSS,CircleHollow,,,,,,,,,,0.349,14.0,7.0
HSS14.000X0.312,HSS,CircleHollow,,,,,,,,,,0.291,14.0,7.0
HSS14.000X0.250,HSS,CircleHollow,,,,,,,,,,0.233,14.0,7.0
HSS12.750X0.500,HSS,CircleHollow,,,,,,,,,,0.465,12.8,6.4
HSS12.750X0.375,HSS,CircleHollow,,,,,,,,,,0.349,12.8,6.4
HSS12.750X0.250,HSS,CircleHollow,,,,,,,,,,0.233,12.8,6.4
HSS10.750X0.500,HSS,CircleHollow,,,,,,,,,,0.465,10.8,5.4
HSS10.750X0.375,HSS,CircleHollow,,,,,,,,,,0.349,10.8,5.4
HSS10.750X0.250,HSS,CircleHollow,,,,,,,,,,0.233,10.8,5.4
HSS10.000X0.625,HSS,CircleHollow,,,,,,,,,,0.581,10.0,5.0
HSS10.000X0.500,HSS,CircleHollow,,,,,,,,,,0.465,10.0,5.0
HSS10.000X0.375,HSS,CircleHollow,,,,,,,,,,0.349,10.0,5.0
HSS10.000X0.312,HSS,CircleHollow,,,,,,,,,,0.291,10.0,5.0
HSS10.000X0.250,HSS,CircleHollow,,,,,,,,,,0.233,10.0,5.0
HSS10.000X0.188,HSS,CircleHollow,,,,,,,,,,0.174,10.0,5.0
HSS9.625X0.500,HSS,CircleHollow,,,,,,,,,,0.465,9.63,4.815
HSS9.625X0.375,HSS,CircleHollow,,,,,,,,,,0.349,9.63,4.815
HSS9.625X0.312,HSS,CircleHollow,,,,,,,,,,0.291,9.63,4.815
HSS9.625X0.250,HSS,CircleHollow,,,,,,,,,,0.233,9.63,4.815
HSS9.625X0.188,HSS,CircleHollow,,,,,,,,,,0.174,9.63,4.815
HSS8.625X0.625,HSS,CircleHollow,,,,,,,,,,0.581,8.63,4.315
HSS8.625X0.500,HSS,CircleHollow,,,,,,,,,,0.465,8.63,4.315
HSS8.625X0.375,HSS,CircleHollow,,,,,,,,,,0.349,8.63,4.315
HSS8.625X0.322,HSS,CircleHollow,,,,,,,,,,0.3,8.63,4.315
HSS8.625X0.250,HSS,CircleHollow,,,,,,,,,,0.233,8.63,4.315
HSS8.625X0.188,HSS,CircleHollow,,,,,,,,,,0.174,8.63,4.315
HSS7.625X0.375,HSS,CircleHollow,,,,,,,,,,0.349,7.63,3.815
HSS7.625X0.328,HSS,CircleHollow,,,,,,,,,,0.305,7.63,3.815
HSS7.500X0.500,HSS,CircleHollow,,,,,,,,,,0.465,7.5,3.75
HSS7.500X0.375,HSS,CircleHollow,,,,,,,,,,0.349,7.5,3.75
HSS7.500X0.312,HSS,CircleHollow,,,,,,,,,,0.291,7.5,3.75
HSS7.500X0.250,HSS,CircleHollow,,,,,,,,,,0.233,7.5,3.75
HSS7.500X0.188,HSS,CircleHollow,,,,,,,,,,0.174,7.5,3.75
HSS7.000X0.500,HSS,CircleHollow,,,,,,,,,,0.465,7.0,3.5
HSS7.000X0.375,HSS,CircleHollow,,,,,,,,,,0.349,7.0,3.5
HSS7.000X0.312,HSS,CircleHollow,,,,,,,,,,0.291,7.0,3.5
HSS7.000X0.250,HSS,CircleHollow,,,,,,,,,,0.233,7.0,3.5
HSS7.000X0.188,HSS,CircleHollow,,,,,,,,,,0.174,7.0,3.5
HSS7.000X0.125,HSS,CircleHollow,,,,,,,,,,0.116,7.0,3.5
HSS6.875X0.500,HSS,CircleHollow,,,,,,,,,,0.465,6.88,3.44
HSS6.875X0.375,HSS,CircleHollow,,,,,,,,,,0.349,6.88,3.44
HSS6.875X0.312,HSS,CircleHollow,,,,,,,,,,0.291,6.88,3.44
HSS6.875X0.250,HSS,CircleHollow,,,,,,,,,,0.233,6.88,3.44
HSS6.875X0.188,HSS,CircleHollow,,,,,,,,,,0.174,6.88,3.44
HSS6.625X0.500,HSS,CircleHollow,,,,,,,,,,0.465,6.63,3.315
HSS6.625X0.432,HSS,CircleHollow,,,,,,,,,,0.402,6.63,3.315
HSS6.625X0.375,HSS,CircleHollow,,,,,,,,,,0.349,6.63,3.315
HSS6.625X0.312,HSS,CircleHollow,,,,,,,,,,0.291,6.63,3.315
HSS6.625X0.280,HSS,CircleHollow,,,,,,,,,,0.26,6.63,3.315
HSS6.625X0.250,HSS,CircleHollow,,,,,,,,,,0.233,6.63,3.315
HSS6.625X0.188,HSS,CircleHollow,,,,,,,,,,0.174,6.63,3.315
HSS6.625X0.125,HSS,CircleHollow,,,,,,,,,,0.116,6.63,3.315
HSS6.000X0.500,HSS,CircleHollow,,,,,,,,,,0.465,6.0,3.0
HSS6.000X0.375,HSS,CircleHollow,,,,,,,,,,0.349,6.0,3.0
